,Ad_ID,Number_of_rooms,Metro,Address,Area_m2,Price,Repair,Windows,Children/pets_allowed,Floor flat,Design,Number of storeys in the house,Bathroom_separated,Bathroom_combined,Balcon,Loggia,pass_elevator,fr_elevator
0,271271157,4,м. Смоленская ,"Москва, улица Новый Арбат, 27",200.0,500000.0,3,0,3,5,4,16,0,1,1,0,1,1
1,271634126,4,м. Смоленская ,"Москва, улица Новый Арбат, 27",198.0,500000.0,3,2,2,5,5,16,1,1,1,0,1,1
2,271173086,4,м. Смоленская ,"Москва, улица Новый Арбат, 27",200.0,500000.0,2,2,2,5,2,16,0,1,1,0,1,0
3,272197456,4,м. Смоленская ,"Москва, переулок Плотников, 21С1",170.0,400000.0,2,2,1,5,2,6,0,1,1,0,1,0
4,273614615,2,м. Арбатская ,"Москва, улица Новый Арбат, 15",58.0,225000.0,2,2,0,12,2,26,0,1,1,0,1,1
5,274837728,3,м. Смоленская ,"Москва, 1-й Смоленский переулок, 21",92.0,470000.0,3,0,0,3,2,7,0,1,1,0,1,0
6,273643908,5,м. Арбатская ,"Москва, переулок Романов, 3С1",213.0,350000.0,2,2,3,4,2,5,0,1,1,0,1,0
7,274475342,3,м. Смоленская ,"Москва, улица Арбат, 43С3",98.0,250000.0,2,0,3,2,4,4,1,1,1,0,1,0
8,273973191,3,м. Смоленская ,"Москва, Новинский бульвар, 18С1",120.0,130000.0,2,1,1,5,6,10,0,1,1,0,1,0
9,272900409,4,м. Арбатская ,"Москва, улица Арбат, 30/3С1",90.0,210000.0,2,2,2,2,6,7,1,1,1,0,1,0
10,271036964,4,м. Смоленская ,"Москва, Малый Николопесковский переулок, 4",170.0,290000.0,2,2,2,6,2,7,0,1,1,0,1,0
11,273999490,3,м. Смоленская ,"Москва, Новинский бульвар, 7",80.0,100000.0,2,2,0,4,3,8,0,1,1,0,1,0
12,274017037,3,м. Смоленская ,"Москва, Большой Николопесковский переулок, 13",100.0,200000.0,3,0,3,2,3,4,0,1,1,0,1,0
13,273231024,5,м. Смоленская ,"Москва, Трубниковский переулок, 13С1",180.0,500000.0,3,1,3,6,4,8,1,1,0,1,1,0
14,274839211,5,м. Кропоткинская ,"Москва, Филипповский переулок, 8С1",222.2,450000.0,2,0,0,5,4,9,0,1,1,0,1,0
15,274767901,5,м. Кропоткинская ,"Москва, Филипповский переулок, 8С1",225.0,450000.0,3,0,0,5,4,9,0,1,1,0,1,0
16,274995950,2,м. Арбатская ,"Москва, улица Новый Арбат, 15",30.0,120000.0,2,1,3,19,2,26,0,1,1,0,1,0
17,274945807,5,м. Арбатская ,"Москва, Филипповский переулок, 8С1",222.0,450000.0,3,0,3,5,2,9,0,1,1,0,1,0
18,272911145,5,м. Александровский сад ,"Москва, Поварская улица, 18",150.0,180000.0,2,0,0,4,3,7,0,1,1,0,1,0
19,274748017,5,м. Кропоткинская ,"Москва, Филипповский переулок, 9",201.0,190000.0,2,2,3,3,2,3,0,1,1,0,1,0
20,273941734,2,м. Арбатская ,"Москва, улица Новый Арбат, 15",64.0,205000.0,2,1,3,12,2,26,0,1,1,0,1,0
21,274493570,3,м. Кропоткинская ,"Москва, переулок Сивцев Вражек, 14",112.0,230000.0,2,2,2,2,2,7,0,1,1,0,1,0
22,274849101,4,м. Смоленская ,"Москва, Малый Каковинский переулок, 6С1",190.0,590000.0,3,0,0,4,2,5,0,1,1,0,1,0
23,223918678,5,м. Арбатская ,"Москва, Филипповский переулок, 8С1",255.6,850000.0,2,0,3,8,4,9,1,1,1,0,1,0
24,274391259,5,м. Арбатская ,"Москва, Филипповский переулок, 9",186.0,190000.0,2,2,3,3,1,3,0,1,1,0,1,0
25,272945376,3,м. Арбатская ,"Москва, Гоголевский бульвар, 29",100.0,200000.0,2,2,3,3,2,8,0,1,1,0,1,0
26,272612966,5,м. Арбатская ,"Москва, Поварская улица, 18",150.0,200000.0,2,0,0,4,2,7,0,1,1,0,1,0
27,271568490,5,м. Смоленская ,"Москва, переулок Плотников, 20/21",140.0,300000.0,3,1,2,2,2,7,0,1,1,0,1,0
28,264664760,3,м. Арбатская ,"Москва, улица Новый Арбат, 32",132.8,400000.0,2,0,3,5,4,13,0,1,1,0,1,0
29,228923308,5,м. Арбатская ,"Москва, Филипповский переулок, 8С1",256.0,750000.0,3,2,3,8,5,10,1,1,1,0,1,1
30,267489303,6,м. Арбатская ,"Москва, переулок Романов, 5",380.0,870000.0,1,2,3,3,1,6,1,1,1,0,1,0
31,273353104,3,м. Смоленская ,"Москва, улица Новый Арбат, 32",112.0,350000.0,0,0,0,3,5,13,1,0,1,0,1,0
32,273353103,2,м. Смоленская ,"Москва, улица Новый Арбат, 32",91.0,400000.0,0,0,0,10,5,13,1,0,1,0,1,0
33,268321690,3,м. Арбатская ,"Москва, улица Новый Арбат, 32",135.0,400000.0,3,2,3,5,5,13,1,1,1,0,1,1
34,269496185,4,м. Смоленская ,"Москва, Малый Каковинский переулок, 6С1",190.0,590000.0,3,2,2,4,5,5,0,1,1,0,1,1
35,272188531,2,м. Арбатская ,"Москва, улица Новый Арбат, 15",44.0,135000.0,0,0,0,21,2,26,1,0,1,0,1,0
36,272727784,3,м. Смоленская ,"Москва, улица Арбат, 15/43",85.0,150000.0,2,0,3,7,2,7,0,1,1,0,1,0
37,267110043,2,м. Смоленская ,"Москва, 1-й Смоленский переулок, 21",100.0,320000.0,0,1,2,5,5,7,1,0,1,0,1,1
38,265323319,3,м. Смоленская ,"Москва, улица Новый Арбат, 32",133.3,400000.0,0,0,2,5,5,13,1,0,1,0,1,0
39,265804792,4,м. Смоленская ,"Москва, переулок Плотников, 21С1",210.0,400000.0,0,2,1,3,2,5,1,0,1,0,1,0
40,239000408,4,м. Арбатская ,"Москва, Борисоглебский переулок, 15С2",180.0,450000.0,0,0,3,4,2,4,1,0,1,0,1,0
41,271209314,4,м. Смоленская ,"Москва, улица Новый Арбат, 27",165.0,470000.0,0,0,1,9,5,16,1,0,1,0,1,1
42,269889430,4,м. Смоленская ,"Москва, Малый Каковинский переулок, 6С1",190.0,590000.0,0,0,1,4,2,6,1,0,1,0,1,0
43,241704098,4,м. Смоленская ,"Москва, улица Новый Арбат, 27",168.0,600000.0,0,0,2,4,5,16,1,0,1,0,1,1
44,239000331,5,м. Кропоткинская ,"Москва, Филипповский переулок, 8С1",250.0,850000.0,0,0,1,8,5,9,1,0,1,0,1,1
45,272823500,3,м. Арбатская ,"Москва, улица Арбат, 15/43",85.0,150000.0,2,0,0,7,3,7,0,1,1,0,1,0
46,274402813,3,м. Смоленская ,"Москва, Малый Новопесковский переулок, 8",105.0,195000.0,2,2,3,6,5,17,0,1,1,0,1,0
47,270190788,3,м. Смоленская ,"Москва, Малый Новопесковский переулок, 8",134.0,300000.0,2,0,3,8,4,16,1,0,1,0,1,0
48,271265359,2,м. Смоленская ,"Москва, улица Арбат, 45/24",60.0,90000.0,2,2,2,5,2,6,0,1,1,0,1,0
49,274289253,3,м. Арбатская ,"Москва, улица Арбат, 15/43",85.0,150000.0,3,0,0,7,2,7,0,1,1,0,1,0
50,274150874,5,м. Смоленская ,"Москва, улица Арбат, 47/23",150.0,250000.0,3,0,0,4,2,6,0,1,1,0,1,0
51,274849686,4,м. Смоленская ,"Москва, 1-й Смоленский переулок, 17",142.0,350000.0,2,2,0,12,2,13,0,1,1,0,1,0
52,274315381,5,м. Арбатская ,"Москва, Филипповский переулок, 8С1",222.0,450000.0,2,1,3,7,2,9,0,1,0,1,1,0
53,273779074,2,м. Смоленская ,"Москва, Большой Николопесковский переулок, 3",60.0,120000.0,0,1,3,3,3,6,0,1,1,0,1,0
54,274217247,3,м. Смоленская ,"Москва, улица Арбат, 31",103.0,120000.0,0,2,2,2,3,3,0,1,1,0,1,0
55,272156997,5,м. Кропоткинская ,"Москва, Гоголевский бульвар, 23",170.0,175000.0,2,0,3,5,3,5,0,1,1,0,1,0
56,274617827,5,м. Кропоткинская ,"Москва, Филипповский переулок, 9",200.0,190000.0,2,0,3,3,3,3,0,1,1,0,1,0
57,274252871,3,м. Смоленская ,"Москва, Малый Новопесковский переулок, 8",105.0,240000.0,0,2,3,6,4,17,1,1,0,1,1,1
58,269132104,1,м. Смоленская ,"Москва, улица Новый Арбат, 32",60.0,250000.0,2,0,2,2,5,12,0,1,1,0,1,1
59,273911217,5,м. Смоленская ,"Москва, улица Арбат, 47/23",155.0,250000.0,3,1,0,4,2,6,0,1,1,0,1,0
60,269716469,3,м. Смоленская ,"Москва, Малый Новопесковский переулок, 8",134.0,300000.0,2,2,3,8,5,16,0,1,1,0,1,1
61,274137125,5,м. Киевская ,"Москва, 1-й Смоленский переулок, 17",214.6,500000.0,3,2,3,3,2,13,0,1,1,0,1,0
62,274140104,5,м. Смоленская ,"Москва, 1-й Смоленский переулок, 17",204.0,500000.0,0,0,3,2,4,14,0,1,1,0,1,1
63,271258034,5,м. Смоленская ,"Москва, Трубниковский переулок, 13С1",180.0,500000.0,2,0,2,7,2,8,0,1,0,1,1,0
64,166833883,6,м. Арбатская ,"Москва, Большой Афанасьевский переулок, 32/9",260.0,590000.0,3,1,3,6,3,8,1,1,1,1,1,1
65,273798495,4,м. Смоленская ,"Москва, Композиторская улица, 17",237.1,650000.0,3,2,0,7,4,11,1,1,0,1,1,0
66,274810876,4,м. Смоленская ,"Москва, переулок Плотников, 21С1",215.0,700000.0,2,0,0,5,3,5,0,1,1,0,1,0
67,274199925,3,м. Арбатская ,"Москва, улица Арбат, 31",100.0,115000.0,0,0,2,2,2,3,0,1,1,0,1,0
68,274223065,2,м. Смоленская ,"Москва, Большой Николопесковский переулок, 3",60.0,120000.0,3,1,0,3,2,6,0,1,1,0,1,0
69,271264562,5,м. Кропоткинская ,"Москва, Гоголевский бульвар, 23",170.0,175000.0,2,2,3,5,1,5,0,1,1,0,1,0
70,272632345,3,м. Арбатская ,"Москва, улица Арбат, 15/43",98.0,185000.0,0,0,0,6,3,6,1,0,1,0,1,0
71,274018110,2,м. Арбатская ,"Москва, Филипповский переулок, 8С1",175.0,200000.0,0,0,0,3,5,9,1,0,1,0,1,1
72,274029603,4,м. Смоленская ,"Москва, улица Арбат, 32",180.0,350000.0,2,2,2,3,3,4,0,1,1,0,1,0
73,274548856,4,м. Смоленская ,"Москва, 1-й Смоленский переулок, 17",132.0,350000.0,3,0,3,12,5,13,0,1,1,0,1,1
74,271766412,6,м. Александровский сад ,"Москва, переулок Романов, 5",228.0,400000.0,2,0,0,3,2,6,0,1,1,0,1,0
75,269165004,3,м. Смоленская ,"Москва, 1-й Смоленский переулок, 21",92.3,470000.0,0,0,0,3,5,7,1,0,1,0,1,1
76,274105576,5,м. Смоленская ,"Москва, 1-й Смоленский переулок, 17",204.0,500000.0,2,2,3,2,2,13,0,1,1,0,1,0
77,273785180,4,м. Арбатская ,"Москва, улица Новый Арбат, 15",160.0,650000.0,2,2,3,26,2,26,0,1,1,0,1,0
78,273785183,4,м. Арбатская ,"Москва, улица Новый Арбат, 15",140.0,650000.0,2,2,3,25,2,26,0,1,1,0,1,0
79,273785185,4,м. Арбатская ,"Москва, улица Новый Арбат, 15",140.0,700000.0,2,2,3,25,2,26,0,1,1,1,1,0
80,274528249,1,м. Арбатская ,"Москва, Никитский бульвар, 5",45.0,120000.0,3,0,0,6,3,7,0,1,1,0,1,0
81,274431438,3,м. Смоленская ,"Москва, Карманицкий переулок, 3",65.0,130000.0,2,2,3,7,2,7,0,1,1,0,1,0
82,274064272,3,м. Арбатская ,"Москва, Нижний Кисловский переулок, 3",87.0,140000.0,2,2,0,4,3,7,1,0,1,0,1,0
83,273078340,3,м. Смоленская ,"Москва, Смоленская набережная, 5/13",90.0,145000.0,3,2,3,7,3,12,0,1,1,0,1,0
84,274359655,4,м. Смоленская ,"Москва, улица Арбат, 32",180.0,350000.0,2,0,0,3,3,4,1,0,1,0,1,0
85,272226556,4,м. Арбатская ,"Москва, улица Арбат, 32",180.0,400000.0,3,0,2,2,2,3,0,1,1,0,1,0
86,273114736,4,м. Смоленская ,"Москва, 1-й Смоленский переулок, 21",170.0,650000.0,3,0,3,4,2,7,0,1,1,0,1,0
87,274319903,3,м. Смоленская ,"Москва, Проточный переулок, 8/2С1",75.0,99000.0,1,0,3,9,3,10,1,0,1,0,1,1
88,273427928,3,м. Смоленская ,"Москва, Трубниковский переулок, 26С1",87.0,100000.0,3,1,2,3,3,7,0,1,1,0,1,0
89,274296188,3,м. Арбатская ,"Москва, Большой Афанасьевский переулок, 35-37С4",105.0,180000.0,1,2,2,9,3,9,0,1,1,0,1,0
90,272887177,3,м. Арбатская ,"Москва, Гоголевский бульвар, 29",99.0,200000.0,0,0,2,3,3,9,0,1,0,1,1,1
91,269319175,1,м. Смоленская ,"Москва, улица Новый Арбат, 32",60.0,250000.0,0,0,2,2,4,11,0,1,1,0,1,0
92,269687656,4,м. Смоленская ,"Москва, переулок Сивцев Вражек, 44/28",140.0,280000.0,2,0,0,4,2,6,0,1,1,0,1,0
93,274501292,3,м. Арбатская ,"Москва, улица Арбат, 9С2",120.0,300000.0,3,2,3,3,2,5,0,1,1,0,1,0
94,261980888,3,м. Смоленская ,"Москва, улица Новый Арбат, 32",133.0,400000.0,0,0,2,5,4,13,0,1,1,0,1,1
95,272567246,4,м. Смоленская ,"Москва, улица Арбат, 32",180.0,400000.0,0,0,3,2,5,4,0,1,1,0,1,0
96,274930877,4,м. Кропоткинская ,"Москва, Филипповский переулок, 8С1",219.0,450000.0,0,0,0,5,4,9,1,1,0,1,1,0
97,273576298,3,м. Кропоткинская ,"Москва, переулок Сивцев Вражек, 14",130.0,450000.0,0,0,2,3,3,8,0,1,1,0,1,0
98,271108834,5,м. Смоленская ,"Москва, Трубниковский переулок, 13С1",180.0,500000.0,3,2,2,7,5,7,1,1,1,0,1,0
99,256631457,4,м. Арбатская ,"Москва, улица Арбат, 27/47",190.0,520000.0,0,2,2,7,3,7,0,1,1,0,1,1
100,271988698,3,м. Смоленская ,"Москва, улица Новый Арбат, 27",174.0,550000.0,3,2,3,10,4,16,1,1,1,0,1,0
101,271305644,6,м. Арбатская ,"Москва, Большой Николопесковский переулок, 13",336.0,590000.0,3,0,0,4,2,5,0,1,1,0,1,0
102,271097684,4,м. Смоленская ,"Москва, 1-й Смоленский переулок, 21",170.0,650000.0,3,0,3,4,4,7,1,1,1,1,1,1
103,273106501,6,м. Библиотека им. Ленина ,"Москва, переулок Романов, 5",338.0,650000.0,0,2,3,5,3,6,0,1,1,0,1,0
104,274066192,2,м. Смоленская ,"Москва, улица Новый Арбат, 26",52.0,80000.0,0,1,2,11,2,24,0,1,1,0,1,0
105,273763131,3,м. Смоленская ,"Москва, 1-й Смоленский переулок, 9С1",91.0,95000.0,0,0,0,9,2,10,1,0,1,0,1,0
106,273684904,2,м. Смоленская ,"Москва, Большой Девятинский переулок, 5",56.0,105000.0,0,2,3,7,2,16,1,0,1,0,1,1
107,271542995,3,м. Смоленская ,"Москва, Новинский бульвар, 18к2",80.0,120000.0,0,0,0,5,1,6,0,1,1,0,1,0
108,273012299,2,м. Арбатская ,"Москва, улица Большая Молчановка, 21",94.0,135000.0,0,2,0,5,3,5,0,1,1,0,1,0
109,270282698,2,м. Арбатская ,"Москва, улица Новый Арбат, 15",40.0,135000.0,0,1,2,21,4,26,1,1,1,0,1,1
110,274336333,3,м. Смоленская ,"Москва, Новинский бульвар, 10С1",94.0,145000.0,2,0,2,4,3,4,0,1,1,0,1,0
111,272244255,3,м. Смоленская ,"Москва, Смоленская набережная, 5/13",90.0,145000.0,0,1,0,4,3,12,1,0,1,0,1,0
112,272701749,2,м. Кропоткинская ,"Москва, Староконюшенный переулок, 33",120.0,165000.0,0,1,0,4,1,4,0,1,1,0,1,0
113,271204399,5,м. Кропоткинская ,"Москва, Гоголевский бульвар, 23",170.0,175000.0,2,0,0,5,2,5,0,1,1,0,1,0
114,274879736,3,м. Арбатская ,"Москва, улица Большая Молчановка, 23С1",140.0,180000.0,1,2,3,4,1,6,0,1,1,0,1,0
115,271827359,0,м. Смоленская ,"Москва, улица Новый Арбат, 32",41.0,180000.0,3,0,0,10,2,13,0,1,1,0,1,0
116,256631941,3,м. Арбатская ,"Москва, улица Малая Молчановка, 4",120.0,190000.0,0,1,3,4,1,5,0,1,1,0,1,0
117,272917777,3,м. Боровицкая ,"Москва, Гоголевский бульвар, 29",95.0,200000.0,2,0,0,3,4,9,1,0,1,0,1,0
118,252536547,4,м. Библиотека им. Ленина ,"Москва, переулок Романов, 3С7",130.0,220000.0,1,0,3,4,3,5,0,1,1,0,1,0
119,274434108,3,м. Арбатская ,"Москва, улица Новый Арбат, 15",70.0,230000.0,3,0,2,24,2,26,0,1,1,0,1,1
120,272559990,0,м. Смоленская ,"Москва, улица Новый Арбат, 32",63.0,270000.0,3,0,0,2,2,13,0,1,1,0,1,0
121,269465572,4,м. Кропоткинская ,"Москва, Гоголевский бульвар, 29",189.0,330000.0,2,0,0,2,3,9,1,0,1,0,1,0
122,263779667,2,м. Смоленская ,"Москва, переулок Плотников, 21С1",120.0,330000.0,0,0,0,2,3,6,1,1,1,0,1,0
123,272128059,4,м. Арбатская ,"Москва, улица Новый Арбат, 29",212.0,350000.0,3,2,3,6,2,17,0,1,1,0,1,0
124,224335583,4,м. Баррикадная ,"Москва, Новинский бульвар, 18С1",111.0,350000.0,2,0,3,9,2,10,1,1,0,1,1,0
125,271627634,2,м. Смоленская ,"Москва, улица Новый Арбат, 32",92.0,350000.0,3,0,0,3,2,13,0,1,1,0,1,0
126,274700592,4,м. Смоленская ,"Москва, 1-й Смоленский переулок, 17",132.0,350000.0,0,1,0,12,2,13,0,1,1,0,1,0
127,273231375,4,м. Смоленская ,"Москва, переулок Плотников, 21С1",202.0,360000.0,3,0,0,3,2,6,0,1,1,0,1,0
128,271586905,2,м. Смоленская ,"Москва, улица Новый Арбат, 32",123.0,400000.0,3,0,0,7,2,13,0,1,1,0,1,0
129,274315960,3,м. Арбатская ,"Москва, переулок Сивцев Вражек, 14",130.0,450000.0,3,0,2,3,2,7,0,1,1,0,1,0
130,272845144,3,м. Арбатская ,"Москва, Композиторская улица, 17",180.0,450000.0,3,0,0,6,2,9,0,1,1,0,1,0
131,274743086,5,м. Кропоткинская ,"Москва, Филипповский переулок, 8С1",220.0,450000.0,2,2,3,4,4,9,1,1,1,0,1,0
132,271776317,4,м. Смоленская ,"Москва, Композиторская улица, 17",180.0,450000.0,2,0,3,6,2,11,0,1,1,0,1,0
133,267884643,4,м. Арбатская ,"Москва, Поварская улица, 28С2",206.0,470000.0,3,2,2,3,5,9,1,1,1,0,1,1
134,274252226,5,м. Смоленская ,"Москва, 1-й Смоленский переулок, 17",215.0,500000.0,2,0,3,2,4,13,1,0,1,0,1,0
135,273970263,4,м. Арбатская ,"Москва, улица Арбат, 27/47",195.0,520000.0,3,0,0,7,3,7,0,1,1,0,1,0
136,269515978,4,м. Смоленская ,"Москва, Малый Каковинский переулок, 6С1",186.0,590000.0,0,0,2,4,3,6,0,1,1,0,1,0
137,267915862,6,м. Смоленская ,"Москва, Большой Николопесковский переулок, 13",336.0,590000.0,3,0,3,4,3,4,0,1,1,0,1,0
138,273687210,6,м. Александровский сад ,"Москва, переулок Романов, 5",380.0,650000.0,2,1,3,5,2,5,1,0,1,0,1,0
139,274009456,2,м. Смоленская ,"Москва, улица Новый Арбат, 26",53.0,80000.0,2,2,0,11,2,24,0,1,1,0,1,0
140,274723871,2,м. Смоленская ,"Москва, улица Новый Арбат, 22",53.0,80000.0,2,0,2,5,2,24,1,0,1,0,1,1
141,274548003,2,м. Арбатская ,"Москва, улица Новый Арбат, 6",60.0,90000.0,1,1,3,23,2,24,0,1,1,0,1,0
142,229808794,1,м. Арбатская ,"Москва, улица Новый Арбат, 15",30.0,95000.0,3,1,0,21,2,26,0,1,1,0,1,1
143,274903280,3,м. Смоленская ,"Москва, Смоленская набережная, 5/13",80.0,100000.0,2,0,2,2,3,12,0,1,1,0,1,0
144,271439388,3,м. Смоленская ,"Москва, Новинский бульвар, 16А",68.0,100000.0,2,0,3,5,3,6,0,1,1,0,1,0
145,273474991,2,м. Краснопресненская ,"Москва, Большой Девятинский переулок, 5",55.0,105000.0,2,1,3,7,6,16,1,0,0,1,1,1
146,274135582,2,м. Смоленская ,"Москва, Карманицкий переулок, 5",55.0,110000.0,2,1,3,8,2,10,0,1,1,0,1,0
147,274880892,3,м. Арбатская ,"Москва, улица Арбат, 31",103.0,120000.0,3,2,3,2,3,3,0,1,1,0,1,0
148,271716464,3,м. Смоленская ,"Москва, Новинский бульвар, 18к2",80.0,120000.0,2,0,0,5,2,6,0,1,1,0,1,0
149,271249218,2,м. Смоленская ,"Москва, Кривоарбатский переулок, 8С2",65.0,130000.0,3,0,2,1,3,7,0,1,1,0,1,0
150,274012210,2,м. Арбатская ,"Москва, улица Большая Молчановка, 21",98.0,135000.0,2,0,2,5,1,5,0,1,1,0,1,0
151,269317588,2,м. Арбатская ,"Москва, улица Новый Арбат, 15",40.0,135000.0,3,2,0,21,4,26,1,1,1,0,1,1
152,273650910,2,м. Арбатская ,"Москва, улица Большая Молчановка, 21",89.4,135000.0,2,1,3,5,3,6,0,1,1,0,1,0
153,273823802,3,м. Смоленская ,"Москва, Смоленская набережная, 5/13",90.0,145000.0,3,2,3,4,3,12,1,0,1,0,1,0
154,272821193,3,м. Арбатская ,"Москва, улица Арбат, 15/43",90.0,150000.0,2,2,3,7,2,7,0,1,1,0,1,0
155,274103646,3,м. Арбатская ,"Москва, Филипповский переулок, 16",100.0,150000.0,1,0,3,5,1,5,1,1,1,0,1,0
156,236632140,2,м. Арбатская ,"Москва, улица Новый Арбат, 15",43.3,150000.0,3,0,0,12,4,26,0,1,1,0,0,1
157,274478078,3,м. Смоленская ,"Москва, улица Новый Арбат, 31/12",110.0,160000.0,2,2,2,10,6,12,0,1,1,0,1,0
158,272710931,2,м. Кропоткинская ,"Москва, Староконюшенный переулок, 33",120.0,165000.0,2,0,0,4,1,4,0,1,1,0,1,0
159,272047599,3,м. Смоленская ,"Москва, улица Арбат, 51С3",117.0,170000.0,2,0,3,8,3,8,0,1,1,0,1,0
160,273235893,3,м. Кропоткинская ,"Москва, переулок Сивцев Вражек, 14",120.0,180000.0,2,0,2,4,5,6,0,1,0,1,1,0
161,271487126,4,м. Баррикадная ,"Москва, Поварская улица, 31/29",96.0,180000.0,2,0,3,3,3,5,1,1,1,0,1,0
162,236952590,2,м. Арбатская ,"Москва, улица Малая Молчановка, 4",120.0,190000.0,1,0,2,4,1,5,0,1,1,0,1,0
163,267882068,3,м. Кропоткинская ,"Москва, Староконюшенный переулок, 26",120.0,195000.0,3,2,2,2,3,12,1,1,1,0,1,1
164,271577440,2,м. Смоленская ,"Москва, улица Новый Арбат, 32",75.0,200000.0,3,1,3,4,5,10,0,1,1,0,1,0
165,273795577,3,м. Арбатская ,"Москва, Гоголевский бульвар, 29",99.0,200000.0,3,0,3,3,4,9,0,1,0,1,1,0
166,271764581,4,м. Арбатская ,"Москва, Борисоглебский переулок, 8С1",130.0,220000.0,3,0,2,4,1,6,0,1,1,0,1,0
167,274744370,3,м. Арбатская ,"Москва, Староконюшенный переулок, 32",120.0,230000.0,3,2,3,5,2,9,0,1,0,1,1,1
168,274442273,3,м. Смоленская ,"Москва, улица Арбат, 43С3",105.0,250000.0,2,0,0,2,4,4,1,0,1,0,1,0
169,273689040,3,м. Смоленская ,"Москва, переулок Сивцев Вражек, 20",115.0,250000.0,2,0,3,7,4,7,0,1,1,1,1,1
170,274455073,5,м. Смоленская ,"Москва, Кривоарбатский переулок, 8С2",165.0,250000.0,2,2,3,4,2,8,0,1,1,0,1,0
171,272262503,1,м. Краснопресненская ,"Москва, улица Новый Арбат, 32",65.0,270000.0,3,2,3,2,2,13,0,1,1,0,1,0
172,267127816,2,м. Арбатская ,"Москва, улица Новый Арбат, 32",76.0,270000.0,2,1,0,6,5,13,1,1,1,0,1,1
173,274999073,3,м. Смоленская ,"Москва, Новинский бульвар, 7",126.0,300000.0,2,1,3,9,2,9,0,1,1,0,1,0
174,273894772,3,м. Смоленская ,"Москва, улица Новый Арбат, 29",124.0,300000.0,2,2,0,10,2,17,0,1,1,0,1,0
175,274085397,2,м. Смоленская ,"Москва, переулок Плотников, 21С1",130.0,330000.0,3,2,0,2,3,6,1,1,1,0,1,0
176,269357269,4,м. Арбатская ,"Москва, Гоголевский бульвар, 29",190.0,330000.0,2,2,2,2,2,8,0,1,1,0,1,0
177,273906122,4,м. Смоленская ,"Москва, 1-й Смоленский переулок, 17",178.0,350000.0,3,0,2,13,4,13,0,1,0,1,1,0
178,241709509,4,м. Баррикадная ,"Москва, Новинский бульвар, 18С1",135.0,350000.0,2,1,0,9,6,10,0,1,1,0,1,0
179,267357413,4,м. Смоленская ,"Москва, Новинский бульвар, 18С1",130.0,350000.0,3,1,0,9,2,11,0,1,1,0,1,0
180,268872145,4,м. Смоленская ,"Москва, улица Новый Арбат, 29",212.0,350000.0,2,2,3,6,2,17,0,1,1,0,1,0
181,272718014,4,м. Смоленская ,"Москва, 1-й Смоленский переулок, 17",178.0,350000.0,2,0,0,13,5,13,1,1,1,0,1,0
182,274095176,4,м. Смоленская ,"Москва, переулок Плотников, 21С1",201.0,360000.0,3,1,3,3,3,5,0,1,1,0,1,0
183,272406227,5,м. Арбатская ,"Москва, улица Малая Молчановка, 8С1",181.0,370000.0,3,2,0,5,3,8,1,1,1,0,1,0
184,269938440,2,м. Арбатская ,"Москва, улица Новый Арбат, 32",123.6,400000.0,2,2,3,7,4,13,1,1,1,0,1,0
185,265972115,3,м. Смоленская ,"Москва, улица Новый Арбат, 32",129.0,400000.0,3,0,0,5,4,13,0,1,1,0,1,0
186,272294030,4,м. Смоленская ,"Москва, улица Арбат, 32",176.0,400000.0,2,1,3,2,2,4,0,1,1,0,1,0
187,271917911,4,м. Смоленская ,"Москва, улица Новый Арбат, 27",190.0,400000.0,3,2,3,7,4,16,0,1,1,0,1,1
188,272096512,4,м. Смоленская ,"Москва, Композиторская улица, 17",180.0,450000.0,2,2,2,6,2,11,0,1,1,0,1,0
189,271453191,4,na,"Москва, улица Новый Арбат, 29",247.0,500000.0,3,0,3,13,3,17,1,0,1,0,1,1
190,259213637,3,м. Смоленская ,"Москва, 1-й Смоленский переулок, 21",110.0,500000.0,3,0,0,5,4,7,0,1,0,1,1,0
191,271066176,5,м. Смоленская ,"Москва, Трубниковский переулок, 13С1",180.0,500000.0,2,2,3,7,2,7,0,1,1,1,1,0
192,274431441,4,м. Арбатская ,"Москва, Борисоглебский переулок, 15С2",300.0,500000.0,2,2,3,6,2,6,0,1,1,0,1,0
193,274751643,3,м. Смоленская ,"Москва, улица Новый Арбат, 27",190.0,500000.0,3,2,3,7,4,16,1,0,1,0,1,1
194,272470364,5,м. Смоленская ,"Москва, Трубниковский переулок, 13С1",180.0,500000.0,3,1,3,6,4,6,0,1,0,1,1,0
195,271499362,4,м. Кропоткинская ,"Москва, Филипповский переулок, 8С1",209.0,550000.0,1,2,2,5,4,9,0,1,1,0,1,0
196,265591858,3,м. Смоленская ,"Москва, улица Новый Арбат, 27",173.1,550000.0,3,0,2,10,4,16,0,1,0,1,1,0
197,267743247,6,м. Смоленская ,"Москва, Большой Николопесковский переулок, 13",336.0,590000.0,2,2,3,4,2,4,0,1,1,0,1,0
198,270598847,4,м. Смоленская ,"Москва, Малый Каковинский переулок, 6С1",190.0,600000.0,2,2,3,4,2,5,0,1,1,0,1,0
199,271983799,6,м. Смоленская ,"Москва, Смоленская набережная, 2А",258.0,600000.0,2,2,2,11,2,11,0,1,1,0,1,0
