,Ad_ID,Number_of_rooms,Metro,Address,Area_m2,Price,Repair,Windows,Children/pets_allowed,Floor flat,Design,Number of storeys in the house,Bathroom_separated,Bathroom_combined,Balcon,Loggia,pass_elevator,fr_elevator
2293,274431652,2,м. Речной вокзал ,"Москва, Ленинградское шоссе, 78",36.0,47000.0,2,0,2,6,3,9,0,1,1,0,1,0
2294,274345458,2,м. Водный стадион ,"Москва, Кронштадтский бульвар, 6к5",46.0,55000.0,2,0,2,20,4,26,1,0,0,1,1,1
2295,273684905,2,м. Водный стадион ,"Москва, Кронштадтский бульвар, 6к5",46.0,57000.0,3,0,0,20,4,26,0,1,1,0,1,0
2296,274157165,0,м. Водный стадион ,"Москва, Головинское шоссе, 7",26.0,60000.0,1,1,0,4,4,30,0,1,1,0,1,1
2297,274846847,0,м. Водный стадион ,"Москва, Кронштадтский бульвар, 6к3",43.0,65000.0,3,0,1,3,4,26,0,1,0,1,1,0
2298,271930855,2,м. Водный стадион ,"Москва, Кронштадтский бульвар, 6к1",41.0,65000.0,2,1,0,25,4,26,0,1,0,1,1,1
2299,271080479,2,м. Водный стадион ,"Москва, Кронштадтский бульвар, 6к5",41.0,69000.0,2,0,0,6,4,26,1,0,0,1,1,0
2300,272471713,2,м. Водный стадион ,"Москва, Кронштадтский бульвар, 6к4",50.0,70000.0,2,0,2,3,4,26,0,1,0,1,1,1
2301,273897332,3,м. Водный стадион ,"Москва, Кронштадтский бульвар, 6к1",71.0,90000.0,1,2,2,19,4,26,1,0,1,0,1,0
2302,273859144,2,м. Водный стадион ,"Москва, Пулковская улица, 4К1",113.7,100000.0,2,0,2,22,4,25,0,1,0,1,1,1
2303,271651387,2,м. Водный стадион ,"Москва, Кронштадтский бульвар, 6к5",71.0,80000.0,0,1,3,8,4,26,0,1,0,1,1,1
2304,268737094,2,м. Водный стадион ,"Москва, Кронштадтский бульвар, 6к5",70.0,80000.0,2,2,3,8,0,26,1,1,1,0,1,1
2305,274985506,2,м. Водный стадион ,"Москва, Кронштадтский бульвар, 6к5",66.2,84000.0,3,1,0,9,4,26,1,0,0,1,1,0
2306,274044603,2,м. Водный стадион ,"Москва, Флотская улица, 52К3",45.0,32000.0,1,2,2,5,2,5,1,0,1,0,1,0
2307,274444111,1,м. Водный стадион ,"Москва, Кронштадтский бульвар, 6к3",42.0,50000.0,3,1,2,19,4,26,1,0,0,1,1,0
2308,274297907,2,м. Водный стадион ,"Москва, Кронштадтский бульвар, 6к2",43.0,65000.0,3,0,3,9,4,26,0,1,0,1,1,1
2309,270106957,2,м. Водный стадион ,"Москва, Кронштадтский бульвар, 6к1",45.0,70000.0,3,2,0,25,4,26,0,1,0,1,1,1
2310,272389613,2,м. Водный стадион ,"Москва, Кронштадтский бульвар, 6к4",50.0,70000.0,2,0,0,3,4,26,0,1,0,1,1,1
2311,274975499,1,м. Водный стадион ,"Москва, Солнечногорский проезд, 3К3",31.0,27000.0,1,0,3,5,3,5,0,1,1,0,1,0
2312,274395608,3,м. Селигерская ,"Москва, Флотская улица, 35",54.0,30000.0,1,2,3,5,0,5,1,0,1,0,1,0
2313,273851187,1,м. Речной вокзал ,"Москва, Ленинградское шоссе, 74",35.0,30000.0,1,2,3,4,2,5,0,1,1,0,1,0
2314,274867839,1,м. Водный стадион ,"Москва, Кронштадтский бульвар, 13/2к2",36.0,40000.0,2,0,0,3,0,12,0,1,0,1,1,0
2315,274657082,1,м. Речной вокзал ,"Москва, Авангардная улица, 17",36.0,42000.0,0,0,0,4,3,14,0,1,0,1,1,0
2316,244004430,1,м. Водный стадион ,"Москва, Кронштадтский бульвар, 6к5",41.0,57000.0,2,0,2,3,4,26,0,1,1,0,1,0
2317,273980148,1,м. Водный стадион ,"Москва, Кронштадтский бульвар, 6к4",50.0,59000.0,2,0,2,21,4,26,1,1,1,0,1,0
2318,266050550,1,м. Водный стадион ,"Москва, Кронштадтский бульвар, 6к4",48.0,95000.0,0,0,1,14,4,26,0,1,1,0,1,1
2319,274259876,1,м. Петровско-Разумовская ,"Москва, Автомоторная улица, 3К1",14.0,20000.0,1,0,3,5,3,5,0,1,1,0,1,0
2320,274785664,1,м. Селигерская ,"Москва, Флотская улица, 29К3",38.0,25000.0,1,0,3,1,0,12,0,1,1,0,1,0
2321,271166699,1,м. Водный стадион ,"Москва, Смольная улица, 9",33.0,28000.0,1,0,2,3,3,5,0,1,1,0,1,0
2322,235819981,1,м. Водный стадион ,"Москва, Флотская улица, 54",35.0,30000.0,1,0,3,2,2,5,1,0,1,0,1,0
2323,274106940,1,na,"Москва, Кронштадтский бульвар, 28, ш. Ленинградское ( км до МКАД)",38.3,30000.0,1,0,2,9,2,16,0,1,0,1,1,1
2324,274667602,1,м. Водный стадион ,"Москва, Пулковская улица, 15К1",34.0,30000.0,1,0,3,5,2,5,0,1,1,0,1,0
2325,240248220,1,м. Водный стадион ,"Москва, Кронштадтский бульвар, 30К4",38.0,30000.0,1,0,3,5,2,16,0,1,0,1,1,0
2326,274897465,1,м. Селигерская ,"Москва, Солнечногорская улица, 14К2",34.0,30000.0,1,0,3,4,2,16,0,1,0,1,1,0
2327,273852819,1,м. Коптево ,"Москва, Онежская улица, 18К3",36.0,30000.0,1,0,0,14,2,16,0,1,1,0,1,0
2328,274566342,2,м. Коптево ,"Москва, Автомоторная улица, 3К2",40.0,30000.0,1,0,2,5,3,5,0,1,1,0,1,0
2329,274107245,1,м. Водный стадион ,"Москва, Пулковская улица, 9",36.0,32900.0,0,0,2,5,3,5,0,1,1,0,1,0
2330,274803141,1,м. Ховрино ,"Москва, Фестивальная улица, 52К1",15.0,34000.0,0,0,0,2,2,9,0,1,1,0,1,0
2331,272045866,1,м. Водный стадион ,"Москва, Онежская улица, 36",32.0,35000.0,1,0,0,1,3,5,0,1,1,0,1,0
2332,273987026,1,м. Лихоборы ,"Москва, Фестивальная улица, 52К1",23.0,35000.0,0,0,3,5,2,9,0,1,1,0,1,0
2333,273666004,2,м. Водный стадион ,"Москва, Пулковская улица, 19К1",42.0,35000.0,1,0,3,2,3,9,0,1,1,0,1,0
2334,274663580,2,м. Коптево ,"Москва, Онежская улица, 41",44.0,35000.0,1,0,2,3,3,5,1,0,1,0,1,0
2335,274187003,1,м. Коптево ,"Москва, Онежская улица, 17К5",35.0,35000.0,1,0,2,5,2,12,0,1,1,0,1,0
2336,274776123,1,м. Речной вокзал ,"Москва, Фестивальная улица, 48К2",40.0,35000.0,1,0,3,8,2,22,1,0,1,0,1,1
2337,274734056,2,м. Коптево ,"Москва, Кронштадтский бульвар, 34К2",47.0,35000.0,1,0,3,4,3,5,0,1,1,0,1,0
2338,274101314,1,м. Речной вокзал ,"Москва, Сенежская улица, 4",38.0,35000.0,1,0,2,2,2,12,1,0,1,0,1,0
2339,273237339,0,м. Коптево ,"Москва, 2-й Лихачевский переулок, 4",31.0,38000.0,2,0,3,1,0,5,1,0,1,0,1,0
2340,273776975,2,м. Водный стадион ,"Москва, Кронштадтский бульвар, 45К1",56.0,40000.0,2,0,0,10,3,14,0,1,0,1,1,1
2341,274614023,1,м. Речной вокзал ,"Москва, Ленинградское шоссе, 74",33.0,40000.0,0,0,0,5,3,5,0,1,1,0,1,0
2342,272974086,2,м. Коптево ,"Москва, Онежская улица, 18",48.0,40000.0,1,0,2,5,2,9,1,0,1,0,1,0
2343,274518509,2,м. Коптево ,"Москва, Онежская улица, 15Б",45.0,40000.0,1,0,3,7,2,9,0,1,1,0,1,0
2344,274836060,1,м. Водный стадион ,"Москва, Головинское шоссе, 7",25.0,40000.0,2,0,3,12,4,30,0,1,1,0,1,0
2345,274089336,2,м. Речной вокзал ,"Москва, Флотская улица, 18",45.0,40000.0,1,0,2,1,3,9,1,0,1,0,1,0
2346,274897735,2,м. Коптево ,"Москва, Кронштадтский бульвар, 39К2",44.0,40000.0,1,0,3,4,3,9,0,1,1,1,1,0
2347,268229926,1,м. Водный стадион ,"Москва, Смольная улица, 23К2",33.0,40000.0,3,0,3,2,3,5,0,1,0,1,1,0
2348,274714938,2,м. Коптево ,"Москва, Солнечногорская улица, 14К1",55.0,40000.0,2,0,2,11,3,14,1,0,0,1,1,0
2349,215545795,2,м. Речной вокзал ,"Москва, Флотская улица, 27",55.0,42000.0,2,0,3,11,2,16,0,1,0,1,1,0
2350,274707780,2,м. Водный стадион ,"Москва, Смольная улица, 7",40.0,45000.0,1,0,3,6,0,12,1,0,0,1,1,0
2351,274438945,2,м. Коптево ,"Москва, Кронштадтский бульвар, 30К2",45.0,45000.0,0,0,2,2,2,12,1,0,0,1,1,0
2352,274665813,2,м. Водный стадион ,"Москва, Смольная улица, 5",41.0,45000.0,0,0,2,6,2,12,0,1,1,0,1,0
2353,273757556,2,м. Водный стадион ,"Москва, Авангардная улица, 20",40.0,45000.0,0,0,0,5,3,5,1,0,1,0,1,0
2354,273814373,2,м. Водный стадион ,"Москва, Авангардная улица, 20",40.0,45000.0,0,0,2,5,3,5,0,1,1,0,1,0
2355,271569340,1,м. Водный стадион ,"Москва, Пулковская улица, 4К2",58.0,45000.0,1,0,0,1,2,8,0,1,1,0,1,0
2356,274409088,2,м. Водный стадион ,"Москва, Смольная улица, 5",45.0,45000.0,2,0,3,7,0,12,0,1,0,1,1,1
2357,274532104,3,м. Речной вокзал ,"Москва, Онежская улица, 35К1",56.8,48000.0,0,0,2,4,3,5,1,0,1,0,1,0
2358,274703765,1,м. Водный стадион ,"Москва, Головинское шоссе, 7",26.0,50000.0,3,0,0,16,5,30,0,1,1,0,1,0
2359,274740001,2,м. Водный стадион ,"Москва, Кронштадтский бульвар, 23К2",50.0,50000.0,1,0,0,4,0,12,1,0,1,0,1,0
2360,273874259,2,м. Водный стадион ,"Москва, Пулковская улица, 19К1",48.0,50000.0,1,0,2,7,3,9,0,1,0,1,1,0
2361,241545961,2,м. Водный стадион ,"Москва, Флотская улица, 34К1",45.0,50000.0,3,0,2,5,3,5,0,1,1,0,1,0
2362,274749892,2,м. Речной вокзал ,"Москва, Конаковский проезд, 12К1",56.0,51300.0,0,0,2,7,2,14,1,0,1,0,1,0
2363,273581717,3,м. Речной вокзал ,"Москва, Конаковский проезд, 15",56.0,55000.0,0,0,2,3,3,5,0,1,1,0,1,0
2364,274598051,1,м. Водный стадион ,"Москва, Пулковская улица, 2",37.6,55000.0,1,0,2,7,4,14,0,1,1,0,1,0
2365,274980705,1,м. Водный стадион ,"Москва, Пулковская улица, 2",36.0,55000.0,0,0,2,4,5,29,0,1,1,0,1,1
2366,273265071,2,м. Речной вокзал ,"Москва, Флотская улица, 78",60.0,55000.0,0,0,3,19,2,22,1,0,1,0,1,1
2367,246751579,3,м. Верхние Лихоборы ,"Москва, Онежская улица, 18К1",73.9,55000.0,1,0,2,1,2,14,1,0,1,0,1,0
2368,274253889,2,м. Речной вокзал ,"Москва, улица Лавочкина, 24",44.0,55000.0,3,0,0,4,2,5,1,0,1,0,1,0
2369,268658168,2,м. Водный стадион ,"Москва, Смольная улица, 21А",58.5,55000.0,2,0,2,14,2,20,1,1,1,0,1,0
2370,262266910,3,м. Водный стадион ,"Москва, Авангардная улица, 14",57.0,55000.0,2,0,2,3,3,5,1,0,1,0,1,0
2371,273149975,2,м. Водный стадион ,"Москва, Кронштадтский бульвар, 6к5",44.0,59000.0,0,0,3,9,4,26,0,1,0,1,1,0
2372,273664561,3,м. Коптево ,"Москва, Михалковская улица, 44",65.0,60000.0,0,2,3,3,3,5,1,0,1,0,1,0
2373,271439027,1,м. Водный стадион ,"Москва, Кронштадтский бульвар, 6к4",43.0,60000.0,2,0,2,9,4,26,0,1,0,1,1,1
2374,274455750,2,м. Водный стадион ,"Москва, Кронштадтский бульвар, 6к2",45.0,65000.0,2,0,2,14,5,24,0,1,0,1,1,1
2375,273925200,2,м. Водный стадион ,"Москва, Кронштадтский бульвар, 6к3",42.0,65000.0,0,0,0,16,4,26,0,1,0,1,1,1
2376,265006357,2,м. Водный стадион ,"Москва, Флотская улица, 48К1",54.0,67000.0,3,0,2,9,3,14,1,0,1,0,1,0
2377,274284988,1,м. Водный стадион ,"Москва, Кронштадтский бульвар, 6к1",49.0,70000.0,3,0,0,20,4,26,0,1,0,1,1,0
2378,274982115,2,м. Водный стадион ,"Москва, Кронштадтский бульвар, 6к2",44.0,75000.0,3,1,0,22,4,25,0,1,1,0,1,1
2379,272954169,2,м. Водный стадион ,"Москва, Головинское шоссе, 7",58.0,77000.0,2,1,3,2,5,30,0,1,1,0,1,0
2380,274039373,2,м. Водный стадион ,"Москва, Кронштадтский бульвар, 6к4",46.7,90000.0,0,0,2,14,5,26,0,1,1,0,1,1
2381,264838504,0,м. Речной вокзал ,"Москва, Фестивальная улица, 52К1",15.0,34000.0,1,0,0,2,2,9,0,1,1,0,1,0
2382,268092066,1,м. Коптево ,"Москва, Флотская улица, 56",31.0,25000.0,1,0,2,5,2,5,0,1,1,0,1,0
2383,274038294,1,м. Водный стадион ,"Москва, Пулковская улица, 3К2",30.0,28000.0,1,0,3,4,2,5,0,1,0,1,1,0
2384,235473501,1,м. Водный стадион ,"Москва, Кронштадтский бульвар, 53",35.0,28000.0,1,0,0,5,2,5,0,1,1,0,1,0
2385,274501726,1,м. Водный стадион ,"Москва, Авангардная улица, 14",28.0,28000.0,1,0,2,1,3,5,0,1,1,0,1,0
2386,262059985,1,м. Коптево ,"Москва, Онежская улица, 35К2",31.0,28500.0,1,0,0,1,2,5,0,1,1,0,1,0
2387,274736536,1,м. Водный стадион ,"Москва, улица Лавочкина, 12",35.0,30000.0,1,0,0,1,2,5,1,0,1,0,1,0
2388,274712554,1,м. Коптево ,"Москва, Онежская улица, 18К3",36.0,30000.0,1,0,3,3,2,16,0,1,0,1,1,0
2389,273850502,1,м. Водный стадион ,"Москва, Кронштадтский бульвар, 21",34.0,30000.0,1,0,0,2,3,5,0,1,1,0,1,0
2390,274384440,1,м. Водный стадион ,"Москва, Онежская улица, 12",26.0,32000.0,3,1,1,9,2,9,0,1,1,0,1,0
2391,274757191,1,м. Водный стадион ,"Москва, Кронштадтский бульвар, 19К2",35.0,34000.0,1,0,0,8,0,12,0,1,0,1,1,0
2392,274878830,1,na,"Москва, Ленинградское шоссе, 66",32.0,35000.0,0,0,0,2,3,5,0,1,1,0,1,0
2393,271356771,2,м. Водный стадион ,"Москва, Онежская улица, 41",46.0,35000.0,1,0,3,3,3,5,0,1,1,0,1,1
2394,274860419,2,м. Речной вокзал ,"Москва, улица Лавочкина, 20",43.7,35000.0,0,0,2,1,3,5,1,0,1,0,1,0
2395,245215720,1,м. Водный стадион ,"Москва, Авангардная улица, 14",32.0,35000.0,1,0,0,2,3,5,1,0,1,0,1,0
2396,274060255,2,м. Речной вокзал ,"Москва, Ленинградское шоссе, 74",42.0,35000.0,1,0,3,3,3,5,1,0,1,0,1,0
2397,251985546,1,м. Водный стадион ,"Москва, улица Лавочкина, 16К1",38.0,35000.0,1,0,2,1,2,9,0,1,1,0,1,0
2398,274270107,1,м. Речной вокзал ,"Москва, Фестивальная улица, 48К2",40.0,37000.0,1,0,2,5,2,22,0,1,1,0,1,0
2399,242650178,0,м. Водный стадион ,"Москва, Кронштадтский бульвар, 6к1",20.0,40000.0,1,2,2,12,4,26,0,1,1,0,1,1
2400,225580055,1,м. Речной вокзал ,"Москва, Фестивальная улица, 38",33.0,40000.0,2,0,2,3,2,5,0,1,1,0,1,0
2401,274610113,2,м. Речной вокзал ,"Москва, Флотская улица, 26",34.5,40000.0,1,0,2,4,3,9,0,1,1,0,1,0
2402,274999979,2,м. Речной вокзал ,"Москва, Авангардная улица, 22/32к1",40.0,41000.0,1,1,2,5,3,5,1,0,1,0,1,0
2403,215686476,1,м. Коптево ,"Москва, Онежская улица, 2К3",40.0,41000.0,1,0,0,9,2,17,0,1,1,1,1,1
2404,274005648,1,м. Речной вокзал ,"Москва, Авангардная улица, 17",36.0,42000.0,1,0,0,4,2,14,0,1,0,1,1,1
2405,271953931,2,м. Водный стадион ,"Москва, Ленинградское шоссе, 74",45.0,42000.0,1,0,3,3,3,5,1,0,1,0,1,0
2406,274850945,1,м. Водный стадион ,"Москва, Кронштадтский бульвар, 6к2",22.0,42000.0,3,0,3,25,4,26,0,1,1,0,1,0
2407,273642131,2,м. Водный стадион ,"Москва, улица Лавочкина, 16К1",44.0,43000.0,2,0,2,5,2,9,1,0,1,0,1,0
2408,273469017,2,м. Речной вокзал ,"Москва, улица Лавочкина, 28/42",45.0,44000.0,1,0,2,4,2,5,0,1,1,0,1,0
2409,274446712,2,м. Водный стадион ,"Москва, Онежская улица, 23",45.0,45000.0,0,0,2,2,2,5,0,1,1,0,1,0
2410,274871040,2,м. Водный стадион ,"Москва, улица Лавочкина, 12",45.0,45000.0,1,0,2,2,2,5,0,1,1,0,1,0
2411,274879540,2,м. Водный стадион ,"Москва, Смольная улица, 11",44.0,45000.0,1,0,0,7,2,12,1,0,1,0,1,0
2412,274315286,2,м. Коптево ,"Москва, Онежская улица, 6",44.0,45000.0,2,1,0,3,3,5,0,1,1,0,1,0
2413,274911097,0,м. Водный стадион ,"Москва, Головинское шоссе, 7",27.0,45000.0,2,1,0,14,4,30,0,1,1,0,1,0
2414,238870227,3,м. Селигерская ,"Москва, Флотская улица, 96",51.0,45000.0,1,0,3,3,3,5,0,1,1,0,1,0
2415,258475348,2,м. Водный стадион ,"Москва, Конаковский проезд, 6К1",40.0,45000.0,1,0,3,12,0,12,1,0,1,0,1,0
2416,270854075,0,м. Водный стадион ,"Москва, Кронштадтский бульвар, 6к5",17.0,45000.0,1,0,2,6,4,26,0,1,1,0,1,0
2417,274590762,2,м. Речной вокзал ,"Москва, Флотская улица, 68к1",55.0,45000.0,1,0,3,5,2,24,1,0,0,1,1,0
2418,274664171,2,м. Водный стадион ,"Москва, Авангардная улица, 15",56.0,48000.0,1,0,2,7,3,16,1,0,1,0,1,0
2419,274620433,2,м. Водный стадион ,"Москва, Смольная улица, 21А",57.0,48000.0,2,0,0,13,2,20,1,1,0,1,1,1
2420,274397097,2,м. Речной вокзал ,"Москва, Флотская улица, 4",40.0,50000.0,1,0,3,4,2,5,0,1,1,0,1,0
2421,273781098,2,м. Речной вокзал ,"Москва, Фестивальная улица, 48",52.0,50000.0,2,0,2,10,2,12,0,1,1,0,1,0
2422,274759581,2,м. Речной вокзал ,"Москва, Авангардная улица, 15",55.0,50000.0,1,0,0,7,3,14,1,0,0,1,1,0
2423,271313675,3,м. Речной вокзал ,"Москва, Флотская улица, 46",55.2,50000.0,1,2,2,5,3,9,0,1,1,0,1,0
2424,270853427,0,м. Водный стадион ,"Москва, Кронштадтский бульвар, 6к3",24.0,52000.0,1,0,3,2,4,26,0,1,1,0,1,0
2425,271757627,2,м. Беломорская ,"Москва, Фестивальная улица, 48К2",59.0,52000.0,1,2,0,11,2,22,1,0,0,1,1,1
2426,274851306,2,м. Коптево ,"Москва, Онежская улица, 18К1",51.0,52000.0,2,0,2,12,2,14,1,0,0,1,1,0
2427,274763187,3,м. Селигерская ,"Москва, Флотская улица, 96",56.0,54990.0,1,0,0,2,2,5,1,0,1,1,1,0
2428,274353424,2,м. Речной вокзал ,"Москва, Ленинградское шоссе, 82",42.7,54500.0,1,0,2,5,2,5,0,1,1,0,1,0
2429,274667114,2,м. Речной вокзал ,"Москва, Конаковский проезд, 12К1",54.0,55000.0,2,0,2,9,2,14,1,0,0,1,1,0
2430,274488386,1,м. Водный стадион ,"Москва, Кронштадтский бульвар, 6к1",42.0,55000.0,3,1,0,26,4,26,0,1,0,1,1,0
2431,270853689,0,м. Водный стадион ,"Москва, Кронштадтский бульвар, 6к3",24.0,55000.0,1,0,2,6,4,26,0,1,1,0,1,0
2432,274553754,0,м. Водный стадион ,"Москва, Головинское шоссе, 7",26.0,55500.0,2,1,3,6,2,30,0,1,1,0,1,0
2433,270853413,0,м. Водный стадион ,"Москва, Кронштадтский бульвар, 6к2",24.0,57999.0,2,0,3,16,4,26,0,1,1,0,1,0
2434,270853909,0,м. Водный стадион ,"Москва, Кронштадтский бульвар, 6к2",24.0,57999.0,2,0,3,11,4,26,0,1,1,0,1,0
2435,219382974,2,м. Водный стадион ,"Москва, Кронштадтский бульвар, 6к4",50.0,60000.0,2,0,0,20,4,26,0,1,0,1,1,1
2436,274004056,3,м. Коптево ,"Москва, Кронштадтский бульвар, 28",68.0,60000.0,1,2,2,7,5,16,0,1,1,0,1,0
2437,274758203,0,м. Водный стадион ,"Москва, Кронштадтский бульвар, 6к2",44.0,60000.0,3,0,0,6,4,26,0,1,0,1,1,1
2438,274522803,3,м. Коптево ,"Москва, 3-й Лихачевский переулок, 3К4",64.0,60000.0,1,0,2,3,2,16,1,0,0,1,1,1
2439,274715006,2,м. Водный стадион ,"Москва, Кронштадтский бульвар, 6к5",45.0,62000.0,2,0,0,6,4,26,0,1,0,1,1,1
2440,274569884,2,м. Речной вокзал ,"Москва, Флотская улица, 2",75.0,65000.0,3,0,0,1,3,17,1,0,0,1,1,0
2441,274012080,2,м. Водный стадион ,"Москва, Головинское шоссе, 11",43.0,65000.0,2,0,2,2,4,24,0,1,1,0,0,1
2442,190061638,2,м. Водный стадион ,"Москва, Кронштадтский бульвар, 6к1",45.0,70000.0,2,0,2,8,4,26,0,1,0,1,1,1
2443,272847319,2,м. Речной вокзал ,"Москва, Кронштадтский бульвар, 49к1",65.0,75000.0,2,0,3,7,4,25,1,1,1,1,1,1
2444,273938509,2,м. Водный стадион ,"Москва, Кронштадтский бульвар, 6к2",43.0,78000.0,3,0,2,21,4,26,0,1,0,1,1,0
2445,270853787,2,м. Водный стадион ,"Москва, Кронштадтский бульвар, 6к2",40.0,83000.0,2,0,3,11,4,26,0,1,1,0,1,0
2446,274868356,2,м. Водный стадион ,"Москва, Головинское шоссе, 11",45.0,85000.0,3,0,0,16,2,24,0,1,1,0,1,0
2447,155438235,3,м. Водный стадион ,"Москва, Кронштадтский бульвар, 6к1",80.0,85000.0,2,0,2,17,2,26,0,1,1,0,1,0
2448,274828175,2,м. Водный стадион ,"Москва, Кронштадтский бульвар, 6к4",50.0,85000.0,3,1,2,18,4,26,0,1,1,0,1,0
2449,272379342,2,м. Водный стадион ,"Москва, Кронштадтский бульвар, 6к5",71.0,87000.0,2,1,3,8,2,26,0,1,0,1,1,0
2450,240275654,2,м. Водный стадион ,"Москва, Кронштадтский бульвар, 6к3",63.0,87000.0,2,0,3,18,4,26,0,1,0,1,1,1
2451,247370610,2,м. Водный стадион ,"Москва, Кронштадтский бульвар, 6к2",72.0,95000.0,3,0,0,7,4,26,1,1,0,1,1,1
2452,273102357,4,м. Водный стадион ,"Москва, Кронштадтский бульвар, 6к3",97.3,115000.0,3,2,3,26,4,26,0,1,0,1,1,1
2453,235801221,3,м. Водный стадион ,"Москва, Кронштадтский бульвар, 6к3",100.0,140000.0,3,0,2,7,4,26,0,1,1,0,1,1
2454,256067535,2,м. Водный стадион ,"Москва, Кронштадтский бульвар, 7АС2",66.5,164847.0,2,0,2,2,2,5,1,1,1,0,1,0
2455,270738462,3,м. Речной вокзал ,"Москва, Флотская улица, 14",130.0,210000.0,3,0,2,3,3,15,0,1,0,1,1,0
2456,274619519,2,м. Селигерская ,"Москва, Флотская улица, 31",40.0,39990.0,2,0,3,3,0,12,1,0,0,1,1,1
2457,274666947,2,м. Речной вокзал ,"Москва, Авангардная улица, 20",40.0,45000.0,2,0,0,5,3,5,1,0,1,0,1,0
2458,274738864,2,м. Беломорская ,"Москва, Онежская улица, 42/36",46.0,45000.0,2,0,2,4,2,5,1,0,1,0,1,0
2459,273802288,2,м. Речной вокзал ,"Москва, Флотская улица, 48К1",57.0,47000.0,1,0,3,5,3,14,1,0,0,1,1,0
2460,272600441,1,м. Речной вокзал ,"Москва, Флотская улица, 28К2",40.0,60000.0,2,0,0,6,2,14,1,0,0,1,1,0
2461,261474673,0,м. Лихоборы ,"Москва, Автомоторная улица, 3К2",17.3,30000.0,2,0,0,3,3,5,0,1,1,0,1,0
2462,274619019,1,м. Верхние Лихоборы ,"Москва, Автомоторная улица, 3К2",18.0,30000.0,2,0,0,4,3,5,0,1,1,0,1,0
2463,274375597,1,м. Коптево ,"Москва, Онежская улица, 37",30.6,30000.0,1,0,0,2,2,9,0,1,1,0,1,0
2464,273690057,1,м. Селигерская ,"Москва, Фестивальная улица, 52К1",23.9,35000.0,1,0,0,5,2,9,0,1,1,0,1,0
2465,273873076,2,м. Речной вокзал ,"Москва, улица Лавочкина, 22",54.0,37000.0,1,0,2,5,2,5,1,0,1,0,1,0
2466,274538812,1,м. Коптево ,"Москва, Онежская улица, 29",31.8,37000.0,2,0,2,2,2,9,0,1,1,0,1,0
2467,273808862,1,м. Коптево ,"Москва, Онежская улица, 5",25.0,37500.0,1,0,1,5,2,9,0,1,1,0,1,0
2468,274834969,0,м. Речной вокзал ,"Москва, Фестивальная улица, 52К1",16.0,40000.0,2,1,2,7,4,9,0,1,1,0,1,0
2469,272368546,2,м. Коптево ,"Москва, Онежская улица, 29",45.0,40000.0,1,0,0,4,2,9,0,1,1,0,1,0
2470,271151113,0,м. Беломорская ,"Москва, Фестивальная улица, 52К1",16.0,40000.0,2,0,0,3,2,9,0,1,1,0,1,0
2471,274998672,2,м. Коптево ,"Москва, Онежская улица, 18К1",56.4,45000.0,2,0,2,9,2,14,1,0,1,0,1,0
2472,274757275,2,м. Борисово ,"Москва, улица Борисовские Пруды, 13к1",51.0,42000.0,1,1,2,9,2,17,1,0,1,0,1,1
2473,267984007,2,м. Москворечье ,"Москва, Каширское шоссе, 57К2",52.0,42000.0,1,1,2,17,2,17,1,0,0,1,1,1
2474,274872532,3,м. Варшавская ,"Москва, переулок 1-й Котляковский, 2Ак1",66.0,76000.0,2,0,0,14,4,23,0,1,0,1,1,1
2475,274949393,2,м. Кантемировская ,"Москва, улица Москворечье, 43",36.0,38000.0,1,1,2,1,3,5,0,1,1,0,1,0
2476,274798171,1,м. Кантемировская ,"Москва, улица Москворечье, 55К1",32.0,30000.0,1,0,2,5,3,5,0,1,1,0,1,0
2477,274384008,1,м. Кантемировская ,"Москва, Каширское шоссе, 54к2А",30.0,32000.0,1,2,2,5,0,5,0,1,1,0,1,0
2478,234518960,1,м. Кантемировская ,"Москва, улица Москворечье, 37К2",33.0,33000.0,1,0,3,3,3,5,0,1,1,0,1,0
2479,270217127,1,м. Борисово ,"Москва, улица Борисовские Пруды, 17к1",38.5,35000.0,1,1,2,2,2,17,0,1,0,1,1,1
2480,274916634,1,м. Кантемировская ,"Москва, Пролетарский проспект, 3",39.0,35000.0,1,0,3,9,2,22,0,1,0,1,1,0
2481,273599973,1,м. Каширская ,"Москва, Каширское шоссе, 46К1",32.0,35000.0,1,1,0,3,3,5,0,1,1,0,1,0
2482,224266694,1,м. Кантемировская ,"Москва, Пролетарский проспект, 19К2",36.0,38000.0,2,0,2,2,2,17,0,1,0,1,1,1
2483,273942189,2,м. Кантемировская ,"Москва, Пролетарский проспект, 6К1",51.0,38000.0,1,2,2,7,0,9,1,0,1,0,1,0
2484,274504750,1,м. Борисово ,"Москва, улица Борисовские Пруды, 23К1",39.0,40000.0,2,0,0,11,2,17,0,1,0,1,1,0
2485,274167107,2,м. Кантемировская ,"Москва, Каширское шоссе, 56К2",64.0,60000.0,2,0,3,3,3,5,0,1,1,0,1,0
2486,274872360,2,м. Каширская ,"Москва, переулок 1-й Котляковский, 2Ак1",66.0,76000.0,2,0,0,14,4,23,0,1,0,1,1,1
2487,272514227,3,м. Кантемировская ,"Москва, улица Москворечье, 4К5",78.0,85000.0,0,2,2,11,2,17,1,0,0,1,1,1
2488,272119334,3,м. Кантемировская ,"Москва, улица Москворечье, 31к1",112.0,100000.0,0,0,3,4,4,22,1,1,1,0,1,1
